1	419.35	79.346	0.35	0.10	12.51	-1.221	3.662	1	0	0.23	0.11	0.10	-1	0	0	-276.16	9.75
2	438.05	71.411	0.30	0.05	11.57	-3.662	0.000	1	0	0.22	0.12	0.10	-1	0	0	-261.46	28.45
3	1,428.20	74.463	0.35	0.10	13.12	0.000	2.441	2	0	0.20	0.15	0.10	-1	0	0	-296.57	20.20
4	1,438.00	67.749	0.25	0.10	11.08	-3.662	-0.610	2	0	0.21	0.14	0.10	-1	0	0	-262.21	30.00
5	2,427.70	75.684	0.25	0.10	12.57	-0.610	-4.883	3	0	0.22	0.14	0.10	-1	0	0	-272.55	123.70
6	3,427.70	73.853	0.35	0.15	13.92	1.221	-4.272	4	0	0.22	0.15	0.10	-1	0	0	-265.34	99.70
7	3,437.90	73.242	0.30	0.10	11.14	-3.662	-0.610	4	0	0.21	0.12	0.10	-1	0	0	-283.55	109.90
8	5,427.60	70.801	0.30	0.10	12.51	-1.221	4.883	6	0	0.21	0.14	0.10	-1	0	0	-269.27	51.60
9	6,438.35	64.087	0.30	0.10	11.54	-2.441	1.831	7	0	0.23	0.16	0.10	-1	0	0	-227.86	38.35
10	7,427.85	66.528	0.25	0.15	11.05	-5.493	-1.831	8	0	0.17	0.14	0.10	-1	0	0	-309.24	3.85
11	8,427.60	67.749	0.25	0.15	13.15	0.000	0.000	9	0	0.19	0.17	0.10	-1	0	0	-278.63	107.60
12	9,438.60	65.308	0.40	0.10	11.11	-0.610	-1.221	10	0	0.21	0.15	0.10	-1	0	0	-252.66	94.60
13	10,427.55	72.021	0.30	0.15	13.28	0.610	-3.052	11	0	0.23	0.14	0.05	-1	0	0	-255.25	59.55
14	10,438.95	64.697	0.35	0.10	12.33	-1.221	-0.610	11	0	0.20	0.14	0.10	-1	0	0	-259.21	70.95
15	11,420.95	64.697	0.35	0.10	13.18	-1.831	-6.104	12	0	0.24	0.16	0.10	-1	0	0	-219.82	28.95
16	11,428.20	65.308	0.30	0.15	11.99	-1.221	0.610	12	0	0.22	0.15	0.10	-1	0	0	-242.75	36.20
17	11,439.25	70.190	0.40	0.10	12.73	-0.610	-3.052	12	0	0.30	0.14	0.10	-1	0	0	-187.17	47.25
18	12,427.70	64.697	0.25	0.10	11.75	0.000	1.221	13	0	0.22	0.16	0.10	-1	0	0	-238.28	11.70
19	12,438.40	68.359	0.30	0.10	12.15	-2.441	1.831	13	0	0.24	0.13	0.10	-1	0	0	-225.98	22.40
20	13,429.05	67.139	0.35	0.15	12.45	-1.831	-0.610	14	0	0.18	0.16	0.10	-1	0	0	-302.38	117.05
21	14,419.75	67.749	0.40	0.10	14.31	-1.221	4.883	15	0	0.23	0.18	0.15	-1	0	0	-231.91	83.75
22	14,428.05	67.139	0.35	0.10	12.76	-1.221	1.221	15	0	0.22	0.14	0.10	-1	0	0	-245.90	92.05
23	15,427.45	65.308	0.35	0.10	12.33	0.000	0.610	16	0	0.16	0.16	0.10	-1	0	0	-319.14	67.45
24	15,438.00	68.970	0.25	0.10	11.51	-1.831	-4.272	16	0	0.21	0.14	0.10	-1	0	0	-268.81	78.00
25	16,427.80	68.359	0.55	0.15	12.36	-0.610	-7.935	17	0	0.22	0.14	0.05	-1	0	0	-252.59	43.80
26	17,427.80	68.970	0.35	0.10	11.14	-2.441	1.831	18	0	0.18	0.14	0.10	-1	0	0	-308.92	19.80
27	18,428.65	57.373	0.40	0.10	11.17	-1.221	-1.221	19	0	0.23	0.14	0.15	-1	0	0	-203.99	124.65
28	19,427.60	58.594	0.25	0.15	11.41	-1.221	1.831	20	0	0.21	0.17	0.10	-1	0	0	-218.52	99.60
29	19,438.85	60.425	0.35	0.10	11.69	-1.221	1.221	20	0	0.24	0.14	0.10	-1	0	0	-204.70	110.85
30	20,419.80	70.190	0.35	0.10	13.82	-1.221	-7.324	21	0	0.26	0.17	0.10	-1	0	0	-217.89	67.80
31	20,428.40	61.035	0.35	0.15	12.82	-1.221	-3.052	21	0	0.24	0.16	0.10	-1	0	0	-203.45	76.40
32	21,428.05	72.021	0.45	0.10	12.54	-1.221	1.221	22	0	0.22	0.14	0.10	-1	0	0	-259.08	52.05
33	23,419.50	71.411	0.35	0.10	13.46	-3.662	2.441	24	0	0.21	0.16	0.10	-1	0	0	-266.57	123.50
34	23,427.70	73.853	0.35	0.15	14.28	1.831	0.610	24	0	0.23	0.15	0.10	-1	0	0	-262.48	3.70
35	24,419.90	67.749	0.35	0.15	14.28	-2.441	1.221	25	0	0.26	0.17	0.10	-1	0	0	-205.35	99.90
36	24,438.95	57.983	0.45	0.15	11.08	-1.831	-1.831	25	0	0.22	0.16	0.10	-1	0	0	-208.73	118.95
37	25,428.30	58.594	0.30	0.15	10.93	-0.610	1.831	26	0	0.24	0.15	0.05	-1	0	0	-198.69	84.30
38	26,427.60	60.425	0.25	0.15	12.36	-0.610	2.441	27	0	0.21	0.17	0.10	-1	0	0	-227.59	59.60
39	26,438.35	65.918	0.35	0.10	11.81	-1.221	-2.441	27	0	0.26	0.15	0.10	-1	0	0	-203.40	70.35
40	27,427.70	61.035	0.30	0.10	12.18	-0.610	-1.221	28	0	0.22	0.16	0.10	-1	0	0	-220.40	35.70
41	28,438.05	61.646	0.30	0.10	10.31	-1.831	1.831	29	0	0.23	0.14	0.10	-1	0	0	-213.40	9.25
42	29,418.95	64.087	0.35	0.15	13.89	-1.831	0.000	30	0	0.23	0.20	0.10	-1	0	0	-226.73	106.95
43	29,439.10	61.035	0.30	0.15	11.41	1.221	-1.221	30	0	0.25	0.15	0.10	-1	0	0	-192.74	127.10
44	30,428.25	50.659	0.45	0.10	10.86	-1.221	-0.610	31	0	0.25	0.18	0.15	-1	0	0	-160.60	92.25
45	30,438.00	50.659	0.30	0.15	9.19	-3.662	1.221	31	0	0.19	0.14	0.05	-1	0	0	-214.32	102.00
46	31,428.90	56.763	0.60	0.10	11.78	0.000	1.221	32	0	0.27	0.17	0.15	-1	0	0	-170.00	68.90
47	32,428.05	57.983	0.30	0.10	10.93	-1.831	-0.610	33	0	0.21	0.16	0.10	-1	0	0	-218.68	44.05
48	32,438.15	56.763	0.30	0.15	10.38	-1.831	1.831	33	0	0.23	0.14	0.05	-1	0	0	-195.48	54.15
49	33,438.10	57.983	0.40	0.10	10.10	-2.441	2.441	34	0	0.22	0.14	0.10	-1	0	0	-207.83	30.10
50	67,427.40	43.335	0.30	0.10	8.54	0.000	0.000	68	0	0.22	0.16	0.10	-1	0	0	-158.60	99.40
51	68,427.60	40.283	0.25	0.10	8.85	-0.610	3.052	69	0	0.19	0.17	0.10	-1	0	0	-173.46	75.60
52	69,427.55	43.335	0.25	0.10	7.97	-1.221	3.052	70	0	0.20	0.17	0.10	-1	0	0	-177.21	51.55
53	69,438.20	40.894	0.30	0.10	7.48	-1.831	-0.610	70	0	0.23	0.16	0.10	-1	0	0	-139.69	62.20
54	70,427.60	42.114	0.35	0.15	9.43	-0.610	3.052	71	0	0.26	0.18	0.10	-1	0	0	-129.06	27.60
55	71,428.60	39.673	0.30	0.15	8.73	-1.221	-6.104	72	0	0.21	0.20	0.10	-1	0	0	-154.66	107.00
56	72,430.15	40.283	0.35	0.15	8.97	-0.610	-1.831	73	0	0.26	0.20	0.10	-1	0	0	-125.15	110.15
57	72,437.90	39.673	0.30	0.15	8.09	-1.831	-1.221	73	0	0.26	0.17	0.10	-1	0	0	-121.66	15.50
58	73,428.15	40.894	0.40	0.15	8.33	-0.610	0.610	74	0	0.21	0.15	0.10	-1	0	0	-155.43	84.15
59	74,428.15	44.556	0.50	0.15	9.34	-1.831	-4.883	75	0	0.24	0.17	0.10	-1	0	0	-145.83	60.15
60	75,427.90	40.894	0.50	0.10	8.33	-1.221	-0.610	76	0	0.25	0.15	0.10	-1	0	0	-128.87	35.90
61	76,427.80	40.283	0.25	0.10	6.90	-4.272	0.000	77	0	0.18	0.16	0.10	-1	0	0	-175.96	11.80
62	76,438.95	42.725	0.35	0.15	8.67	-1.831	-1.221	77	0	0.27	0.15	0.10	-1	0	0	-124.38	22.95
63	77,420.20	46.997	0.30	0.15	9.80	-2.441	6.104	78	0	0.22	0.19	0.10	-1	0	0	-172.37	108.20
64	78,428.50	39.063	0.30	0.15	8.12	-0.610	1.221	79	0	0.18	0.18	0.10	-1	0	0	-170.17	450.90
65	79,428.90	46.387	0.45	0.15	8.12	-1.221	2.441	80	0	0.22	0.12	0.05	-1	0	0	-170.59	68.90
66	80,429.40	43.945	0.55	0.10	8.85	0.610	-3.052	81	0	0.26	0.13	0.10	-1	0	0	-134.18	45.40
67	81,428.40	38.452	0.25	0.15	7.81	-2.441	1.831	82	0	0.20	0.19	0.10	-1	0	0	-155.19	378.80
68	81,437.80	34.790	0.25	0.15	6.90	-3.052	1.221	82	0	0.22	0.14	0.05	-1	0	0	-127.84	388.20
69	82,428.00	43.335	0.30	0.15	9.64	-1.831	4.883	83	0	0.21	0.16	0.10	-1	0	0	-166.67	124.00
70	82,438.40	38.452	0.35	0.10	8.42	-1.221	-0.610	83	0	0.23	0.18	0.15	-1	0	0	-132.92	19.20
71	83,420.65	45.166	0.40	0.15	9.52	-1.831	0.000	84	0	0.24	0.18	0.10	-1	0	0	-149.88	92.65
72	83,428.40	37.842	0.35	0.15	7.81	-0.610	0.610	84	0	0.29	0.18	0.10	-1	0	0	-104.26	10.80
73	84,427.75	41.504	0.50	0.10	8.94	1.831	1.831	85	0	0.21	0.19	0.15	-1	0	0	-159.75	75.75
74	84,431.65	39.673	0.40	0.15	9.67	0.000	0.000	85	0	0.25	0.21	0.15	-1	0	0	-127.59	15.65
75	84,437.50	42.114	0.30	0.20	9.74	0.610	4.272	85	0	0.25	0.20	0.10	-1	0	0	-132.27	85.50
76	85,418.10	43.945	0.35	0.15	9.09	-3.052	8.545	86	0	0.12	0.19	0.10	-1	0	0	-284.03	42.10
77	85,427.90	44.556	0.60	0.15	10.47	3.052	2.441	86	0	0.25	0.18	0.10	-1	0	0	-140.04	51.90
78	86,427.80	42.114	0.30	0.10	8.21	0.000	0.000	87	0	0.24	0.17	0.10	-1	0	0	-141.01	27.80
79	87,420.10	45.776	0.35	0.20	10.80	-1.221	-4.272	88	0	0.25	0.21	0.10	-1	0	0	-145.82	124.10
80	87,427.50	35.400	0.25	0.15	7.42	-0.610	0.610	88	0	0.20	0.22	0.15	-1	0	0	-144.25	16.30
81	87,437.80	42.114	0.60	0.15	9.16	-1.221	-1.831	88	0	0.23	0.15	0.05	-1	0	0	-146.69	13.80
82	88,428.00	43.335	0.30	0.15	7.45	-1.831	10.986	89	0	0.19	0.15	0.10	-1	0	0	-186.91	108.00
83	88,438.05	37.842	0.30	0.15	8.06	-1.221	-0.610	89	0	0.22	0.18	0.10	-1	0	0	-135.16	15.65
84	89,427.60	46.997	0.30	0.10	9.83	1.831	-1.221	90	0	0.23	0.18	0.15	-1	0	0	-165.94	83.60
85	90,427.75	42.114	0.35	0.15	9.19	1.221	0.610	91	0	0.26	0.20	0.15	-1	0	0	-129.24	59.75
86	91,427.55	36.011	0.25	0.15	7.72	-2.441	-1.831	92	0	0.18	0.19	0.10	-1	0	0	-162.29	9.95
87	91,438.60	40.283	0.35	0.15	7.45	-1.831	-2.441	92	0	0.12	0.18	0.10	-1	0	0	-262.39	46.60
88	92,428.00	44.556	0.30	0.15	7.97	-3.052	7.935	93	0	0.21	0.14	0.10	-1	0	0	-167.20	12.00
89	93,427.85	50.049	0.50	0.15	10.35	-1.221	0.000	94	0	0.22	0.17	0.10	-1	0	0	-178.10	115.85
90	93,432.20	42.114	0.35	0.15	7.75	-1.221	1.221	94	0	0.13	0.16	0.10	-1	0	0	-263.69	120.20
91	95,427.50	46.387	0.25	0.15	8.85	0.000	0.000	96	0	0.19	0.17	0.10	-1	0	0	-193.07	67.50
92	96,427.75	44.556	0.30	0.10	7.81	-3.052	0.000	97	0	0.21	0.16	0.10	-1	0	0	-170.31	43.75
93	96,438.55	36.621	0.35	0.10	7.17	-1.831	1.221	97	0	0.29	0.15	0.10	-1	0	0	-101.51	16.15
94	97,427.55	45.166	0.25	0.15	8.94	1.221	-3.662	98	0	0.22	0.16	0.10	-1	0	0	-161.42	19.55
95	98,419.70	48.218	0.45	0.15	12.24	-2.441	-1.831	99	0	0.22	0.22	0.15	-1	0	0	-176.80	115.70
96	98,427.75	40.283	0.30	0.15	7.93	-1.221	1.831	99	0	0.19	0.16	0.05	-1	0	0	-171.18	123.75
97	99,427.75	43.335	0.30	0.15	7.78	-3.052	1.831	100	0	0.18	0.16	0.10	-1	0	0	-196.00	99.75
98	99,431.45	39.063	0.45	0.15	8.36	-0.610	4.272	100	0	0.27	0.15	0.05	-1	0	0	-115.70	13.85
99	100,427.60	46.997	0.40	0.15	10.89	2.441	-0.610	101	0	0.37	0.19	0.10	-1	0	0	-102.67	75.65
100	100,431.10	46.387	0.30	0.15	9.70	-1.221	0.000	101	0	0.26	0.18	0.10	-1	0	0	-143.00	79.10
101	101,427.80	46.387	0.35	0.15	8.88	-1.831	0.610	102	0	0.19	0.15	0.10	-1	0	0	-197.84	51.80
102	101,431.10	41.504	0.35	0.15	8.76	-0.610	2.441	102	0	0.30	0.14	0.10	-1	0	0	-109.03	55.10
103	102,428.00	42.114	0.40	0.15	9.34	-1.831	1.221	103	0	0.28	0.19	0.10	-1	0	0	-118.44	27.95
104	102,438.60	37.842	0.30	0.20	8.27	-0.610	-3.662	103	0	0.24	0.19	0.10	-1	0	0	-124.58	13.05
105	103,419.00	42.725	0.35	0.20	9.95	0.000	-1.221	104	0	0.22	0.22	0.10	-1	0	0	-154.78	123.05
106	104,428.00	42.725	0.45	0.15	8.73	-4.272	1.831	105	0	0.19	0.19	0.10	-1	0	0	-184.76	107.95
107	105,427.50	45.776	0.25	0.15	9.95	0.000	-1.831	106	0	0.22	0.21	0.15	-1	0	0	-165.64	83.55
108	106,427.50	41.504	0.25	0.10	8.36	0.000	-0.610	107	0	0.18	0.18	0.15	-1	0	0	-185.21	59.45
109	106,439.60	38.452	0.35	0.15	8.85	0.000	-3.052	107	0	0.25	0.18	0.10	-1	0	0	-122.07	20.45
110	107,427.80	43.335	0.60	0.10	10.38	0.000	-1.221	108	0	0.25	0.14	0.15	-1	0	0	-136.93	35.80
111	107,438.50	39.673	0.30	0.15	7.39	-0.610	6.104	108	0	0.25	0.14	0.05	-1	0	0	-127.39	20.90
112	108,427.60	50.049	0.35	0.15	11.29	0.000	-6.104	109	0	0.28	0.19	0.10	-1	0	0	-141.95	11.60
113	108,432.10	40.894	0.35	0.15	8.85	-1.221	-8.545	109	0	0.18	0.18	0.10	-1	0	0	-177.45	16.15
114	108,438.00	43.945	0.30	0.10	7.54	-1.221	3.052	109	0	0.25	0.13	0.10	-1	0	0	-142.32	22.05
115	109,418.90	45.776	0.30	0.20	10.47	-2.441	0.610	110	0	0.24	0.22	0.10	-1	0	0	-154.28	106.85
116	109,427.60	43.945	0.35	0.15	9.80	1.221	-3.662	110	0	0.24	0.18	0.10	-1	0	0	-148.20	115.65
117	110,427.50	42.114	0.20	0.15	8.06	-0.610	1.221	111	0	0.17	0.17	0.10	-1	0	0	-194.71	91.45
118	110,438.90	37.842	0.30	0.10	8.12	-0.610	-3.052	111	0	0.24	0.20	0.15	-1	0	0	-126.22	13.25
119	111,428.50	46.997	0.25	0.15	9.31	-1.831	-3.662	112	0	0.22	0.19	0.15	-1	0	0	-172.64	68.45
120	112,427.80	45.166	0.40	0.15	8.48	-3.052	-1.831	113	0	0.22	0.16	0.10	-1	0	0	-161.55	43.75
121	113,419.50	43.945	0.30	0.20	9.31	-0.610	-0.610	114	0	0.17	0.20	0.10	-1	0	0	-213.07	11.45
122	113,429.40	42.725	0.35	0.15	8.09	-1.221	-1.831	114	0	0.24	0.14	0.05	-1	0	0	-141.55	21.35
123	114,419.10	45.166	0.30	0.15	9.43	-2.441	1.831	115	0	0.19	0.17	0.10	-1	0	0	-191.54	115.15
124	114,428.50	40.894	0.30	0.15	8.61	-0.610	-3.052	115	0	0.25	0.18	0.10	-1	0	0	-133.21	124.55
125	115,427.50	44.556	0.25	0.15	9.52	1.221	-2.441	116	0	0.20	0.19	0.10	-1	0	0	-176.16	99.50
126	115,431.10	31.128	0.55	0.15	8.64	-0.610	-1.831	116	0	0.38	0.23	0.15	-1	0	0	-65.53	13.55
127	116,421.30	44.556	0.45	0.15	10.16	0.610	1.831	117	0	0.23	0.19	0.15	-1	0	0	-154.29	69.30
128	116,427.50	44.556	0.20	0.15	8.97	0.610	3.052	117	0	0.17	0.17	0.10	-1	0	0	-204.96	75.45
129	117,419.20	49.438	0.30	0.15	10.01	-1.221	-0.610	118	0	0.18	0.18	0.10	-1	0	0	-220.39	43.20
130	117,427.60	44.556	0.25	0.15	9.86	1.831	-0.610	118	0	0.22	0.19	0.10	-1	0	0	-164.17	51.60
131	118,419.50	40.894	0.30	0.15	8.85	-0.610	0.610	119	0	0.13	0.21	0.15	-1	0	0	-254.76	19.45
132	118,428.40	39.063	0.35	0.10	7.51	-1.831	1.831	119	0	0.28	0.16	0.10	-1	0	0	-112.56	15.55
133	119,428.50	39.063	0.30	0.15	8.24	-2.441	-1.831	120	0	0.22	0.19	0.10	-1	0	0	-143.64	362.85
134	119,438.70	43.335	0.25	0.15	8.09	-0.610	0.000	120	0	0.21	0.16	0.10	-1	0	0	-168.34	14.70
135	120,428.10	45.166	0.40	0.15	9.40	-2.441	1.831	121	0	0.22	0.17	0.10	-1	0	0	-164.17	108.10
136	120,438.00	38.452	0.30	0.10	7.42	-0.610	-1.831	121	0	0.25	0.17	0.10	-1	0	0	-123.10	15.60
137	121,418.50	42.725	0.40	0.15	9.25	-3.052	-2.441	122	0	0.20	0.19	0.10	-1	0	0	-171.80	74.55
138	121,422.30	37.231	0.45	0.15	8.67	0.000	3.662	122	0	0.31	0.20	0.10	-1	0	0	-95.41	14.25
139	121,428.30	40.894	0.35	0.10	8.48	-1.221	0.610	122	0	0.24	0.19	0.15	-1	0	0	-134.41	84.30
140	122,427.50	47.607	0.20	0.15	8.48	1.221	2.441	123	0	0.15	0.16	0.10	-1	0	0	-253.30	59.45
141	122,431.30	36.621	0.25	0.20	8.70	-0.610	-2.441	123	0	0.22	0.22	0.10	-1	0	0	-131.32	12.05
142	122,438.50	29.297	0.40	0.15	6.99	-0.610	0.610	123	0	0.25	0.18	0.10	-1	0	0	-92.02	19.25
143	123,427.30	43.335	0.50	0.15	10.28	1.831	-4.272	124	0	0.23	0.15	0.05	-1	0	0	-152.49	35.30
144	123,430.40	40.283	0.30	0.15	7.78	-1.831	-1.831	124	0	0.23	0.14	0.10	-1	0	0	-141.74	38.40
145	123,439.10	37.842	0.35	0.15	8.82	0.610	4.883	124	0	0.25	0.18	0.15	-1	0	0	-120.38	21.50
146	124,421.10	43.335	0.30	0.15	9.34	-0.610	4.272	125	0	0.24	0.19	0.10	-1	0	0	-142.04	5.15
147	124,427.40	43.335	0.30	0.20	9.52	1.221	0.000	125	0	0.25	0.20	0.05	-1	0	0	-138.73	11.35
148	124,437.40	34.180	0.25	0.15	7.29	-1.221	-1.221	125	0	0.21	0.22	0.15	-1	0	0	-128.17	21.40
149	124,441.90	39.063	0.20	0.15	7.32	0.610	1.221	125	0	0.16	0.18	0.10	-1	0	0	-193.85	25.85
150	125,420.00	48.218	0.30	0.15	9.40	-1.831	9.155	126	0	0.23	0.16	0.05	-1	0	0	-166.82	108.00
151	125,427.80	44.556	0.40	0.10	9.12	1.831	-4.883	126	0	0.24	0.16	0.15	-1	0	0	-146.08	115.80
152	125,438.30	36.011	0.40	0.10	6.96	0.000	2.441	126	0	0.22	0.17	0.10	-1	0	0	-132.01	23.90
153	126,419.30	42.725	0.35	0.20	9.92	-3.052	1.831	127	0	0.26	0.19	0.10	-1	0	0	-129.56	83.30
154	126,427.50	43.335	0.30	0.10	8.45	2.441	-1.221	127	0	0.24	0.17	0.15	-1	0	0	-146.32	91.55
155	127,419.50	45.166	0.25	0.15	8.58	-3.662	2.441	128	0	0.20	0.16	0.10	-1	0	0	-178.89	59.50
156	127,428.10	46.387	0.35	0.10	8.76	0.610	-1.831	128	0	0.25	0.15	0.10	-1	0	0	-147.21	68.15
157	128,419.00	45.776	0.30	0.15	9.28	-3.662	4.883	129	0	0.22	0.18	0.10	-1	0	0	-164.71	35.00
158	128,427.70	40.894	0.30	0.20	10.01	1.221	1.221	129	0	0.25	0.21	0.05	-1	0	0	-132.10	43.70
159	128,438.00	39.063	0.30	0.15	7.75	-2.441	0.610	129	0	0.17	0.19	0.10	-1	0	0	-189.03	28.45
160	129,419.20	38.452	0.40	0.20	9.58	-1.221	2.441	130	0	0.26	0.21	0.05	-1	0	0	-118.57	369.60
161	129,423.20	36.621	0.35	0.15	8.70	-0.610	6.104	130	0	0.25	0.21	0.15	-1	0	0	-114.98	373.60
162	129,428.80	38.452	0.35	0.10	7.60	0.000	-3.662	130	0	0.27	0.14	0.15	-1	0	0	-113.56	379.20
163	129,437.80	45.166	0.40	0.20	10.13	1.221	4.272	130	0	0.28	0.16	0.10	-1	0	0	-131.07	29.80
164	130,419.60	40.894	0.30	0.15	9.46	-1.831	0.000	131	0	0.22	0.20	0.15	-1	0	0	-149.80	115.60
165	130,427.80	41.504	0.30	0.15	9.64	2.441	3.052	131	0	0.26	0.20	0.10	-1	0	0	-128.52	123.80
166	130,432.30	38.452	0.30	0.10	6.71	-0.610	-2.441	131	0	0.24	0.14	0.10	-1	0	0	-128.58	25.90
167	130,438.40	39.673	0.65	0.15	9.31	0.000	0.000	131	0	0.25	0.21	0.15	-1	0	0	-126.95	31.95
